gpu_name,year,shader_cores,memory_bandwidth,boost_clock,tdp,transistors,process_nm,die_size,compute_index,memory_pressure_ratio,perf_per_watt,transistor_density,log_transistors,expected_log_transistors,moore_deviation
r7 m445,2017.248407643312,320.0,32.0,920.0,50.0,1.0,28.0,125.0,294400.0,8921.212121212122,5772.549019607844,0.007936507936507936,0.6931471805599453,3.634437005229202,-2.9412898246692567
r7 m460,2017.2675159235669,384.0,36.0,1024.0,50.0,1.0,28.0,125.0,393216.0,10627.45945945946,7710.117647058823,0.007936507936507936,0.6931471805599453,3.6335794618342305,-2.940432281274285
r7 m465,2017.2866242038217,384.0,64.0,1250.0,50.0,950.0,28.0,77.0,480000.0,7384.615384615385,9411.764705882353,12.179487179487179,6.85751406254539,3.632721918439259,3.2247921441061314
r7 m465,2017.3057324840763,384.0,36.0,1024.0,50.0,1.0,28.0,125.0,393216.0,10627.45945945946,7710.117647058823,0.007936507936507936,0.6931471805599453,3.6318643750443016,-2.938717194484356
r7 m465x,2017.3248407643312,512.0,72.0,925.0,50.0,1.0,28.0,123.0,473600.0,6487.671232876713,9286.274509803921,0.008064516129032258,0.6931471805599453,3.6310068316493442,-2.937859651089399
r7e mobile graphics,2017.343949044586,384.0,40.0,626.0,15.0,1.0,28.0,125.0,240384.0,5863.024390243902,15024.0,0.007936507936507936,0.6931471805599453,3.6301492882543727,-2.9370021076944273
r8 m435dx,2017.3630573248408,384.0,40.0,1030.0,50.0,690.0,28.0,56.0,395520.0,9646.829268292682,7755.294117647059,12.105263157894736,6.53813982376767,3.629291744859401,2.908848078908269
r8 m445dx,2017.3821656050957,320.0,40.0,1021.0,50.0,1.0,28.0,125.0,326720.0,7968.780487804878,6406.274509803921,0.007936507936507936,0.6931471805599453,3.6284342014644437,-2.9352870209044983
r9 m470,2017.4012738853503,768.0,88.0,1000.0,50.0,2.0,28.0,160.0,768000.0,8629.213483146068,15058.823529411764,0.012422360248447204,1.0986122886681098,3.6275766580694864,-2.5289643694013764
r9 m470x,2017.420382165605,896.0,76.8,1100.0,50.0,2.0,28.0,160.0,985600.0,12668.380462724936,19325.49019607843,0.012422360248447204,1.0986122886681098,3.626719114674529,-2.528106826006419
r9 m485x,2017.43949044586,2048.0,160.0,1250.0,250.0,5.0,28.0,366.0,2560000.0,15900.621118012423,10199.203187250996,0.013623978201634877,1.791759469228055,3.6258615712795432,-1.8341021020514883
rx 455 oem,2017.4585987261144,768.0,104.0,1250.0,100.0,2.0,28.0,160.0,960000.0,9142.857142857143,9504.950495049505,0.012422360248447204,1.0986122886681098,3.6250040278846,-2.52639173921649
rx 460,2017.4777070063692,896.0,112.0,1200.0,75.0,3.0,14.0,123.0,1075200.0,9515.044247787611,14147.368421052632,0.024193548387096774,1.3862943611198906,3.6241464844896427,-2.237852123369752
rx 460 mobile,2017.4968152866245,896.0,80.0,1180.0,55.0,3.0,14.0,123.0,1057280.0,13052.839506172839,18880.0,0.024193548387096774,1.3862943611198906,3.6232889410946427,-2.236994579974752
rx 470,2017.5159235668789,2048.0,211.2,1206.0,120.0,5.0,14.0,232.0,2469888.0,11639.434495758718,20412.297520661155,0.02145922746781116,1.791759469228055,3.6224313976996996,-1.8306719284716446
rx 470 mobile,2017.5350318471335,2048.0,224.0,1074.0,85.0,5.0,14.0,232.0,2199552.0,9775.786666666667,25576.18604651163,0.02145922746781116,1.791759469228055,3.621573854304742,-1.8298143850766873
rx 470d,2017.5541401273888,1792.0,211.2,1206.0,120.0,5.0,14.0,232.0,2161152.0,10184.505183788879,17860.760330578512,0.02145922746781116,1.791759469228055,3.6207163109097564,-1.8289568416817015
rx 480,2017.5732484076436,2304.0,256.0,1266.0,150.0,5.0,14.0,232.0,2916864.0,11349.665369649805,19316.98013245033,0.02145922746781116,1.791759469228055,3.619858767514785,-1.82809929828673
rx 480 mobile,2017.592356687898,2304.0,256.0,1077.0,100.0,5.0,14.0,232.0,2481408.0,9655.284046692606,24568.396039603962,0.02145922746781116,1.791759469228055,3.6190012241198417,-1.8272417548917868
rx 580 oem,2017.6114649681529,2304.0,256.0,1266.0,150.0,5.0,14.0,232.0,2916864.0,11349.665369649805,19316.98013245033,0.02145922746781116,1.791759469228055,3.6181436807248843,-1.8263842114968294
xbox one s gpu,2017.630573248408,768.0,68.22,1250.0,95.0,5.0,16.0,240.0,960000.0,13868.824039295001,10000.0,0.02074688796680498,1.791759469228055,3.6172861373298986,-1.8255266681018436
520 mobile ddr3,2017.6496815286623,320.0,16.0,1250.0,50.0,690.0,28.0,56.0,400000.0,23529.41176470588,7843.137254901961,12.105263157894736,6.53813982376767,3.6164285939349554,2.921711229832715
520 mobile gddr5,2017.6687898089167,320.0,36.0,1250.0,50.0,690.0,28.0,56.0,400000.0,10810.81081081081,7843.137254901961,12.105263157894736,6.53813982376767,3.6155710505400123,2.922568773227658
520 oem,2017.687898089172,320.0,36.0,1250.0,50.0,690.0,28.0,56.0,400000.0,10810.81081081081,7843.137254901961,12.105263157894736,6.53813982376767,3.6147135071450265,2.9234263166226437
530 mobile ddr3,2017.7070063694268,384.0,14.4,1021.0,50.0,1.0,28.0,125.0,392064.0,25458.701298701297,7687.529411764706,0.007936507936507936,0.6931471805599453,3.613855963750055,-2.9207087831901095
530 mobile gddr5,2017.7261146496812,384.0,28.8,891.0,50.0,1.0,28.0,125.0,342144.0,11481.342281879195,6708.705882352941,0.007936507936507936,0.6931471805599453,3.6129984203551118,-2.9198512397951664
530x mobile,2017.7452229299363,384.0,36.0,1024.0,50.0,1.0,28.0,125.0,393216.0,10627.45945945946,7710.117647058823,0.007936507936507936,0.6931471805599453,3.612140876960126,-2.9189936964001806
535 mobile,2017.7643312101911,384.0,36.0,984.0,50.0,1.0,28.0,125.0,377856.0,10212.324324324325,7408.941176470588,0.007936507936507936,0.6931471805599453,3.6112833335651686,-2.918136153005223
540,2017.783439490446,384.0,24.0,1250.0,50.0,2.0,14.0,103.0,480000.0,19200.0,9411.764705882353,0.019230769230769232,1.0986122886681098,3.610425790170197,-2.511813501502087
550,2017.8025477707008,512.0,56.0,1183.0,50.0,2.0,14.0,103.0,605696.0,10626.245614035088,11876.392156862745,0.019230769230769232,1.0986122886681098,3.6095682467752255,-2.5109559581071155
e9171 mcm,2017.8216560509557,512.0,96.0,1219.0,40.0,2.0,14.0,103.0,624128.0,6434.309278350515,15222.634146341463,0.019230769230769232,1.0986122886681098,3.608710703380268,-2.510098414712158
e9172 mxm,2017.8407643312105,512.0,48.0,1219.0,35.0,2.0,14.0,103.0,624128.0,12737.30612244898,17336.88888888889,0.019230769230769232,1.0986122886681098,3.6078531599852965,-2.5092408713171865
e9173 pcie,2017.8598726114649,512.0,48.0,1219.0,35.0,2.0,14.0,103.0,624128.0,12737.30612244898,17336.88888888889,0.019230769230769232,1.0986122886681098,3.6069956165903534,-2.5083833279222434
e9174 mxm,2017.87898089172,512.0,96.0,1219.0,50.0,2.0,14.0,103.0,624128.0,6434.309278350515,12237.803921568628,0.019230769230769232,1.0986122886681098,3.6061380731953676,-2.5075257845272576
e9175 pcie,2017.8980891719743,512.0,96.0,1219.0,50.0,2.0,14.0,103.0,624128.0,6434.309278350515,12237.803921568628,0.019230769230769232,1.0986122886681098,3.6052805298004245,-2.5066682411323145
instinct mi25,2017.9171974522292,4096.0,436.2,1500.0,300.0,12.0,14.0,495.0,6144000.0,14053.064958828912,20411.960132890366,0.024193548387096774,2.5649493574615367,3.604422986405453,-1.0394736289439162
pro 555,2017.936305732484,768.0,81.6,1250.0,75.0,3.0,14.0,123.0,960000.0,11622.27602905569,12631.578947368422,0.024193548387096774,1.3862943611198906,3.6035654430104955,-2.2172710818906047
pro 560,2017.9554140127389,1024.0,81.28,1250.0,75.0,3.0,14.0,123.0,1280000.0,15556.635877491492,16842.105263157893,0.024193548387096774,1.3862943611198906,3.602707899615524,-2.216413538495633
pro 570,2017.9745222929937,1792.0,217.0,1105.0,150.0,5.0,14.0,232.0,1980160.0,9083.302752293577,13113.64238410596,0.02145922746781116,1.791759469228055,3.6018503562205524,-1.8100908869924974
pro 575,2017.9936305732483,2048.0,217.0,1250.0,150.0,5.0,14.0,232.0,2560000.0,11743.119266055046,16953.64238410596,0.02145922746781116,1.791759469228055,3.600992812825595,-1.80923334359754
pro 580,2018.0127388535032,2304.0,217.0,1200.0,185.0,5.0,14.0,232.0,2764800.0,12682.56880733945,14864.516129032258,0.02145922746781116,1.791759469228055,3.6001352694306377,-1.8083758002025827
pro duo polaris,2018.031847133758,2304.0,224.0,1250.0,250.0,5.0,14.0,232.0,2880000.0,12800.0,11474.10358565737,0.02145922746781116,1.791759469228055,3.599277726035666,-1.8075182568076111
pro ssg,2018.0509554140128,4096.0,483.8,1500.0,260.0,12.0,14.0,495.0,6144000.0,12673.267326732674,23540.22988505747,0.024193548387096774,2.5649493574615367,3.5984201826406945,-1.0334708251791578
pro v320,2018.0700636942677,3584.0,483.8,1500.0,230.0,12.0,14.0,495.0,5376000.0,11089.10891089109,23272.727272727272,0.024193548387096774,2.5649493574615367,3.597562639245737,-1.0326132817842004
pro vega 56,2018.0891719745223,3584.0,402.4,1250.0,210.0,12.0,14.0,495.0,4480000.0,11105.602379771939,21232.22748815166,0.024193548387096774,2.5649493574615367,3.59670509585078,-1.031755738389243
pro vega 64,2018.108280254777,4096.0,402.4,1350.0,250.0,12.0,14.0,495.0,5529600.0,13707.486365889936,22030.27888446215,0.024193548387096774,2.5649493574615367,3.5958475524558224,-1.0308981949942857
pro wx 2100,2018.127388535032,512.0,48.0,1219.0,35.0,2.0,14.0,103.0,624128.0,12737.30612244898,17336.88888888889,0.019230769230769232,1.0986122886681098,3.5949900090608367,-2.4963777203927267
pro wx 3100,2018.1464968152864,512.0,96.0,1219.0,65.0,2.0,14.0,103.0,624128.0,6434.309278350515,9456.484848484848,0.019230769230769232,1.0986122886681098,3.5941324656658935,-2.4955201769977835
pro wx 4130 mobile,2018.1656050955412,640.0,96.0,1053.0,50.0,3.0,14.0,123.0,673920.0,6947.628865979382,13214.117647058823,0.024193548387096774,1.3862943611198906,3.593274922270922,-2.206980561151031
pro wx 4150 mobile,2018.1847133757965,896.0,96.0,1053.0,50.0,3.0,14.0,123.0,943488.0,9726.680412371134,18499.764705882353,0.024193548387096774,1.3862943611198906,3.592417378875936,-2.2061230177560454
pro wx 4170 mobile,2018.2038216560509,1024.0,96.0,1201.0,50.0,3.0,14.0,123.0,1229824.0,12678.59793814433,24114.196078431374,0.024193548387096774,1.3862943611198906,3.591559835480993,-2.205265474361102
pro wx 7100 mobile,2018.2229299363055,2304.0,160.0,1243.0,130.0,5.0,14.0,232.0,2863872.0,17788.024844720498,21861.618320610687,0.02145922746781116,1.791759469228055,3.5907022920860356,-1.7989428228579807
pro wx 7130 mobile,2018.2420382165608,2304.0,160.0,1243.0,130.0,5.0,14.0,232.0,2863872.0,17788.024844720498,21861.618320610687,0.02145922746781116,1.791759469228055,3.58984474869105,-1.798085279462995
pro wx 8100,2018.2611464968156,3584.0,512.0,1500.0,230.0,12.0,14.0,495.0,5376000.0,10479.53216374269,23272.727272727272,0.024193548387096774,2.5649493574615367,3.5889872052960783,-1.0240378478345415
pro wx 9100,2018.28025477707,4096.0,483.8,1500.0,230.0,12.0,14.0,495.0,6144000.0,12673.267326732674,26597.402597402597,0.024193548387096774,2.5649493574615367,3.588129661901135,-1.0231803044395984
r5 graphics,2018.2993630573249,384.0,40.0,900.0,15.0,1.0,28.0,125.0,345600.0,8429.268292682927,21600.0,0.007936507936507936,0.6931471805599453,3.5872721185061778,-2.8941249379462324
r8 m535dx,2018.31847133758,320.0,40.0,891.0,50.0,1.0,28.0,125.0,285120.0,6954.1463414634145,5590.588235294118,0.007936507936507936,0.6931471805599453,3.586414575111192,-2.8932673945512466
rx 460 1024sp,2018.3375796178343,1024.0,112.0,1200.0,75.0,3.0,14.0,123.0,1228800.0,10874.336283185841,16168.421052631578,0.024193548387096774,1.3862943611198906,3.585557031716249,-2.199262670596358
rx 540 mobile,2018.3566878980887,512.0,80.0,1250.0,50.0,2.0,14.0,103.0,640000.0,7901.234567901234,12549.019607843138,0.019230769230769232,1.0986122886681098,3.5846994883213057,-2.4860871996531957
rx 550,2018.375796178344,512.0,112.0,1183.0,50.0,2.0,14.0,103.0,605696.0,5360.141592920354,11876.392156862745,0.019230769230769232,1.0986122886681098,3.58384194492632,-2.48522965625821
rx 550 512sp,2018.3949044585988,512.0,96.0,1071.0,50.0,3.0,14.0,123.0,548352.0,5653.113402061856,10752.0,0.024193548387096774,1.3862943611198906,3.5829844015313483,-2.1966900404114575
rx 550 640sp,2018.4140127388532,640.0,96.0,1071.0,60.0,3.0,14.0,123.0,685440.0,7066.3917525773195,11236.72131147541,0.024193548387096774,1.3862943611198906,3.582126858136405,-2.1958324970165144
rx 550 mobile,2018.4331210191085,640.0,96.0,1287.0,50.0,2.0,14.0,103.0,823680.0,8491.546391752578,16150.588235294117,0.019230769230769232,1.0986122886681098,3.5812693147414194,-2.4826570260733094
rx 560,2018.4522292993631,1024.0,112.0,1275.0,75.0,3.0,14.0,123.0,1305600.0,11553.982300884956,17178.947368421053,0.024193548387096774,1.3862943611198906,3.580411771346462,-2.1941174102265713
rx 560 896sp,2018.4713375796175,896.0,112.0,1175.0,45.0,3.0,14.0,123.0,1052800.0,9316.814159292035,22886.956521739132,0.024193548387096774,1.3862943611198906,3.5795542279515047,-2.193259866831614
rx 560 mobile,2018.4904458598728,1024.0,96.0,1202.0,65.0,3.0,14.0,123.0,1230848.0,12689.154639175258,18649.21212121212,0.024193548387096774,1.3862943611198906,3.578696684556519,-2.192402323436628
rx 560 mobile,2018.5095541401276,896.0,109.4,1032.0,55.0,3.0,14.0,123.0,924672.0,8375.652173913044,16512.0,0.024193548387096774,1.3862943611198906,3.5778391411615615,-2.1915447800416707
rx 560 mobile,2018.5286624203825,896.0,96.0,1053.0,55.0,3.0,14.0,123.0,943488.0,9726.680412371134,16848.0,0.024193548387096774,1.3862943611198906,3.57698159776659,-2.190687236646699
rx 560d,2018.5477707006369,896.0,96.0,1175.0,65.0,3.0,14.0,123.0,1052800.0,10853.60824742268,15951.515151515152,0.024193548387096774,1.3862943611198906,3.576124054371647,-2.189829693251756
rx 570,2018.566878980892,2048.0,224.0,1244.0,150.0,5.0,14.0,232.0,2547712.0,11323.164444444445,16872.264900662252,0.02145922746781116,1.791759469228055,3.575266510976661,-1.783507041748606
rx 570 mobile,2018.5859872611463,2048.0,211.2,1206.0,85.0,5.0,14.0,232.0,2469888.0,11639.434495758718,28719.627906976744,0.02145922746781116,1.791759469228055,3.574408967581718,-1.782649498353663
rx 580,2018.6050955414007,2304.0,256.0,1340.0,185.0,5.0,14.0,232.0,3087360.0,12013.073929961089,16598.709677419356,0.02145922746781116,1.791759469228055,3.5735514241867747,-1.7817919549587198
rx 580 mobile,2018.624203821656,2304.0,256.0,1077.0,100.0,5.0,14.0,232.0,2481408.0,9655.284046692606,24568.396039603962,0.02145922746781116,1.791759469228055,3.572693880791789,-1.780934411563734
rx vega 10 mobile,2018.6433121019109,640.0,40.0,1301.0,10.0,4.0,14.0,210.0,832640.0,20308.29268292683,75694.54545454546,0.018957345971563982,1.6094379124341003,3.5718363373968174,-1.962398424962717
rx vega 56,2018.6624203821657,3584.0,409.6,1471.0,210.0,12.0,14.0,495.0,5272064.0,12839.90258158792,24986.08530805687,0.024193548387096774,2.5649493574615367,3.570978794001846,-1.006029436540309
rx vega 64,2018.6815286624203,4096.0,483.8,1546.0,295.0,12.0,14.0,495.0,6332416.0,13061.914191419142,21393.297297297297,0.024193548387096774,2.5649493574615367,3.5701212506068885,-1.0051718931453517
rx vega 64 limited edition,2018.7006369426751,4096.0,483.8,1546.0,295.0,12.0,14.0,495.0,6332416.0,13061.914191419142,21393.297297297297,0.024193548387096774,2.5649493574615367,3.569263707211931,-1.0043143497503944
rx vega 64 liquid cooling,2018.71974522293,4096.0,483.8,1677.0,345.0,12.0,14.0,495.0,6868992.0,14168.712871287129,19852.57803468208,0.024193548387096774,2.5649493574615367,3.5684061638169595,-1.0034568063554228
vega 8 mobile,2018.7388535031848,512.0,40.0,1101.0,25.0,4.0,14.0,210.0,563712.0,13749.073170731708,21681.23076923077,0.018957345971563982,1.6094379124341003,3.567548620421988,-1.9581107079878877
vega frontier edition,2018.7579617834397,4096.0,483.8,1600.0,300.0,12.0,14.0,495.0,6553600.0,13518.151815181518,21772.757475083057,0.024193548387096774,2.5649493574615367,3.5666910770270306,-1.0017417195654938
vega frontier edition watercooled,2018.7770700636945,4096.0,483.8,1600.0,375.0,12.0,14.0,495.0,6553600.0,13518.151815181518,17429.787234042553,0.024193548387096774,2.5649493574615367,3.565833533632059,-1.0008841761705223
xbox one x gpu,2018.796178343949,2560.0,326.4,1250.0,150.0,7.0,16.0,359.0,3200000.0,9773.976786805131,21192.052980132452,0.019444444444444445,2.0794415416798357,3.564975990237116,-1.4855344485572801
540x mobile,2018.815286624204,512.0,48.0,1046.0,50.0,2.0,14.0,103.0,535552.0,10929.632653061224,10501.019607843138,0.019230769230769232,1.0986122886681098,3.56411844684213,-2.46550615817402
550x 640sp,2018.8343949044583,640.0,48.0,1071.0,50.0,2.0,14.0,103.0,685440.0,13988.57142857143,13440.0,0.019230769230769232,1.0986122886681098,3.563260903447187,-2.464648614779077
550x mobile,2018.8535031847132,640.0,32.0,1250.0,50.0,2.0,14.0,103.0,800000.0,24242.424242424244,15686.274509803921,0.019230769230769232,1.0986122886681098,3.5624033600522154,-2.4637910713841054
instinct mi50,2018.8726114649685,3840.0,1.02,1746.0,300.0,13.0,7.0,331.0,6704640.0,3319128.712871287,22274.55149501661,0.0391566265060241,2.6390573296152584,3.5615458166572296,-0.9224884870419712
instinct mi60,2018.8917197452229,4096.0,1.02,1800.0,300.0,13.0,7.0,331.0,7372800.0,3649900.99009901,24494.35215946844,0.0391566265060241,2.6390573296152584,3.5606882732622864,-0.921630943647028
pro 555x,2018.9108280254777,768.0,94.08,1250.0,75.0,3.0,14.0,123.0,960000.0,10096.760622633572,12631.578947368422,0.024193548387096774,1.3862943611198906,3.559830729867315,-2.173536368747424
pro 560x,2018.9299363057328,1024.0,94.08,1250.0,75.0,3.0,14.0,123.0,1280000.0,13462.347496844763,16842.105263157893,0.024193548387096774,1.3862943611198906,3.5589731864723433,-2.1726788253524525
pro v340 16 gb,2018.9490445859872,3584.0,483.8,1500.0,230.0,12.0,14.0,495.0,5376000.0,11089.10891089109,23272.727272727272,0.024193548387096774,2.5649493574615367,3.5581156430774,-0.9931662856158634
pro v340 8 gb,2018.968152866242,3584.0,483.8,1500.0,230.0,12.0,14.0,495.0,5376000.0,11089.10891089109,23272.727272727272,0.024193548387096774,2.5649493574615367,3.5572580996824286,-0.9923087422208918
pro vega 16,2018.9872611464968,1024.0,307.2,1190.0,75.0,29.0,14.0,154.0,1218560.0,3953.796236210253,16033.684210526315,0.1870967741935484,3.4011973816621555,3.556400556287457,-0.15520317462530153
pro vega 20,2019.006369426752,1280.0,189.4,1283.0,100.0,29.0,14.0,154.0,1642240.0,8625.210084033613,16259.801980198019,0.1870967741935484,3.4011973816621555,3.5555430128924854,-0.15434563123032996
pro wx 8200,2019.0254777070063,3584.0,512.0,1500.0,230.0,12.0,14.0,495.0,5376000.0,10479.53216374269,23272.727272727272,0.024193548387096774,2.5649493574615367,3.5546854694975423,-0.9897361120360055
pro wx vega m gl,2019.0445859872607,1280.0,179.2,1011.0,65.0,5.0,14.0,208.0,1294080.0,7181.354051054384,19607.272727272728,0.023923444976076555,1.791759469228055,3.553827926102599,-1.7620684568745442
rx 540x mobile,2019.063694267516,512.0,96.0,1211.0,50.0,2.0,14.0,103.0,620032.0,6392.082474226804,12157.490196078432,0.019230769230769232,1.0986122886681098,3.5529703827076133,-2.4543580940395033
rx 550x,2019.0828025477704,512.0,96.0,1183.0,50.0,2.0,14.0,103.0,605696.0,6244.288659793814,11876.392156862745,0.019230769230769232,1.0986122886681098,3.552112839312656,-2.453500550644546
rx 550x 640sp,2019.1019108280252,640.0,96.0,1071.0,60.0,3.0,14.0,123.0,685440.0,7066.3917525773195,11236.72131147541,0.024193548387096774,1.3862943611198906,3.5512552959176986,-2.164960934797808
rx 550x mobile,2019.1210191082805,640.0,48.0,1176.0,50.0,2.0,14.0,103.0,752640.0,15360.0,14757.64705882353,0.019230769230769232,1.0986122886681098,3.550397752522713,-2.451785463854603
rx 560dx,2019.1401273885351,896.0,96.0,1175.0,65.0,3.0,14.0,123.0,1052800.0,10853.60824742268,15951.515151515152,0.024193548387096774,1.3862943611198906,3.5495402091277555,-2.1632458480078647
rx 560x,2019.1592356687895,1024.0,112.0,1275.0,75.0,3.0,14.0,123.0,1305600.0,11553.982300884956,17178.947368421053,0.024193548387096774,1.3862943611198906,3.548682665732798,-2.1623883046129073
rx 560x mobile,2019.1783439490448,1024.0,92.8,1250.0,65.0,3.0,14.0,123.0,1280000.0,13646.055437100214,19393.939393939392,0.024193548387096774,1.3862943611198906,3.5478251223378123,-2.1615307612179215
rx 560x mobile,2019.1974522292996,1024.0,112.0,1250.0,65.0,3.0,14.0,123.0,1280000.0,11327.433628318584,19393.939393939392,0.024193548387096774,1.3862943611198906,3.546967578942855,-2.160673217822964
rx 560x mobile,2019.216560509554,1024.0,96.0,1202.0,65.0,3.0,14.0,123.0,1230848.0,12689.154639175258,18649.21212121212,0.024193548387096774,1.3862943611198906,3.5461100355478976,-2.159815674428007
rx 570x,2019.2356687898089,2048.0,224.0,1244.0,150.0,5.0,14.0,232.0,2547712.0,11323.164444444445,16872.264900662252,0.02145922746781116,1.791759469228055,3.5452524921529402,-1.7534930229248853
rx 580 2048sp,2019.254777070064,2048.0,224.0,1284.0,150.0,5.0,14.0,232.0,2629632.0,11687.253333333334,17414.781456953642,0.02145922746781116,1.791759469228055,3.5443949487579545,-1.7526354795298995
rx 580g,2019.2738853503183,2304.0,256.0,1330.0,185.0,5.0,14.0,232.0,3064320.0,11923.424124513618,16474.83870967742,0.02145922746781116,1.791759469228055,3.5435374053630113,-1.7517779361349564
rx 580x,2019.2929936305727,2304.0,256.0,1340.0,185.0,5.0,14.0,232.0,3087360.0,12013.073929961089,16598.709677419356,0.02145922746781116,1.791759469228055,3.542679861968068,-1.7509203927400132
rx 580x mobile,2019.312101910828,2304.0,256.0,1250.0,100.0,5.0,14.0,232.0,2880000.0,11206.225680933852,28514.851485148516,0.02145922746781116,1.791759469228055,3.5418223185730824,-1.7500628493450274
rx 590,2019.3312101910828,2304.0,256.0,1545.0,175.0,5.0,12.0,232.0,3559680.0,13850.894941634242,20225.454545454544,0.02145922746781116,1.791759469228055,3.540964775178111,-1.7492053059500559
rx vega 11,2019.3503184713377,704.0,40.0,1240.0,25.0,4.0,14.0,210.0,872960.0,21291.70731707317,33575.38461538462,0.018957345971563982,1.6094379124341003,3.5401072317831392,-1.930669319349039
rx vega 11,2019.3694267515923,704.0,40.0,1251.0,25.0,4.0,14.0,210.0,880704.0,21480.585365853658,33873.230769230766,0.018957345971563982,1.6094379124341003,3.539249688388182,-1.9298117759540816
rx vega 11 embedded,2019.3885350318471,704.0,40.0,1251.0,25.0,4.0,14.0,210.0,880704.0,21480.585365853658,33873.230769230766,0.018957345971563982,1.6094379124341003,3.5383921449932245,-1.9289542325591242
rx vega 56 mobile,2019.407643312102,3584.0,409.6,1301.0,120.0,12.0,14.0,495.0,4662784.0,11356.02532878714,38535.40495867769,0.024193548387096774,2.5649493574615367,3.537534601598253,-0.9725852441367162
rx vega m gh,2019.4267515923568,1536.0,204.8,1190.0,100.0,5.0,14.0,208.0,1827840.0,8881.632653061224,18097.425742574258,0.023923444976076555,1.791759469228055,3.5366770582032814,-1.7449175889752264
rx vega m gl,2019.4458598726117,1280.0,179.2,1011.0,65.0,5.0,14.0,208.0,1294080.0,7181.354051054384,19607.272727272728,0.023923444976076555,1.791759469228055,3.535819514808324,-1.744060045580269
vega 11 embedded,2019.4649681528665,704.0,40.0,1301.0,25.0,4.0,14.0,210.0,915904.0,22339.121951219513,35227.07692307692,0.018957345971563982,1.6094379124341003,3.5349619714133524,-1.9255240589792522
vega 3 embedded,2019.484076433121,192.0,40.0,1001.0,15.0,4.0,14.0,210.0,192192.0,4687.609756097561,12012.0,0.018957345971563982,1.6094379124341003,3.5341044280184093,-1.924666515584309
vega 3 embedded,2019.503184713376,192.0,40.0,1001.0,15.0,4.0,14.0,210.0,192192.0,4687.609756097561,12012.0,0.018957345971563982,1.6094379124341003,3.5332468846234235,-1.9238089721893232
vega 3 embedded,2019.5222929936303,192.0,40.0,1001.0,15.0,4.0,14.0,210.0,192192.0,4687.609756097561,12012.0,0.018957345971563982,1.6094379124341003,3.5323893412284804,-1.92295142879438
vega 3 mobile,2019.5414012738852,192.0,40.0,1101.0,15.0,4.0,14.0,210.0,211392.0,5155.90243902439,13212.0,0.018957345971563982,1.6094379124341003,3.531531797833509,-1.9220938853994085
vega 6 embedded,2019.56050955414,384.0,40.0,1280.0,15.0,4.0,14.0,210.0,491520.0,11988.292682926829,30720.0,0.018957345971563982,1.6094379124341003,3.5306742544385514,-1.9212363420044511
vega 6 mobile,2019.5796178343949,384.0,40.0,1101.0,15.0,4.0,14.0,210.0,422784.0,10311.80487804878,26424.0,0.018957345971563982,1.6094379124341003,3.52981671104358,-1.9203787986094796
vega 8,2019.5987261146497,512.0,40.0,1100.0,25.0,4.0,14.0,210.0,563200.0,13736.585365853658,21661.53846153846,0.018957345971563982,1.6094379124341003,3.5289591676486083,-1.919521255214508
vega 8 embedded,2019.6178343949043,512.0,40.0,1101.0,25.0,4.0,14.0,210.0,563712.0,13749.073170731708,21681.23076923077,0.018957345971563982,1.6094379124341003,3.528101624253651,-1.9186637118195506
vega 8 embedded,2019.6369426751592,512.0,40.0,1100.0,15.0,4.0,14.0,210.0,563200.0,13736.585365853658,35200.0,0.018957345971563982,1.6094379124341003,3.5272440808586936,-1.9178061684245933
zhongshan subor z gpu,2019.656050955414,1536.0,153.6,1250.0,100.0,29.0,14.0,397.0,1920000.0,12419.146183699871,19009.90099009901,0.0728643216080402,3.4011973816621555,3.526386537463722,-0.12518915580156653
540 mobile,2019.6751592356688,512.0,41.6,1250.0,50.0,2.0,14.0,103.0,640000.0,15023.474178403756,12549.019607843138,0.019230769230769232,1.0986122886681098,3.5255289940687504,-2.4269167054006404
540x mobile,2019.6942675159237,512.0,32.0,1095.0,50.0,2.0,14.0,103.0,560640.0,16989.090909090908,10992.941176470587,0.019230769230769232,1.0986122886681098,3.524671450673793,-2.426059162005683
550x,2019.7133757961783,512.0,112.0,1218.0,50.0,2.0,14.0,103.0,623616.0,5518.725663716814,12227.764705882353,0.019230769230769232,1.0986122886681098,3.5238139072788357,-2.4252016186107257
610 mobile,2019.732484076433,320.0,32.0,1250.0,50.0,690.0,28.0,56.0,400000.0,12121.212121212122,7843.137254901961,12.105263157894736,6.53813982376767,3.5229563638838783,3.015183459883792
620 mobile,2019.751592356688,384.0,32.0,1250.0,50.0,1.0,28.0,125.0,480000.0,14545.454545454546,9411.764705882353,0.007936507936507936,0.6931471805599453,3.5220988204889068,-2.8289516399289614
625 mobile,2019.7707006369424,384.0,36.0,1024.0,50.0,1.0,28.0,125.0,393216.0,10627.45945945946,7710.117647058823,0.007936507936507936,0.6931471805599453,3.5212412770939494,-2.828094096534004
625 oem,2019.7898089171972,384.0,36.0,1250.0,35.0,1.0,28.0,125.0,480000.0,12972.972972972973,13333.333333333334,0.007936507936507936,0.6931471805599453,3.520383733698992,-2.8272365531390466
630 mobile,2019.8089171974525,512.0,96.0,1211.0,50.0,2.0,14.0,103.0,620032.0,6392.082474226804,12157.490196078432,0.019230769230769232,1.0986122886681098,3.519526190303992,-2.420913901635882
